0,0,5,bzip2_5
0,1,1,zlib_6
0,1,2,zlib_6
0,1,3,zlib_6
0,1,4,zlib_6
0,1,5,bzip2_5
0,1,6,bzip2_5
0,1,7,zlib_6
0,1,8,zlib_6
0,1,9,zlib_6
0,1,10,zlib_6
0,1,11,zlib_6
0,1,12,zlib_6
0,2,5,zlib_6
0,2,6,bzip2_5
0,2,11,zlib_6
0,2,12,zlib_6
0,2,13,zlib_6
0,3,0,snappy
0,3,1,snappy
0,3,2,snappy
0,3,3,snappy
0,3,4,snappy
0,3,5,bzip2_5
0,3,6,bzip2_5
0,3,7,snappy
0,3,8,snappy
0,3,9,snappy
0,3,10,snappy
0,3,11,snappy
0,3,12,snappy
0,3,13,snappy
0,3,14,snappy
0,3,15,snappy
0,3,16,snappy
0,3,19,snappy
0,4,0,snappy
0,4,1,snappy
0,4,2,snappy
0,4,3,snappy
0,4,4,snappy
0,4,5,bzip2_5
0,4,6,bzip2_5
0,4,7,snappy
0,4,8,snappy
0,4,9,snappy
0,4,10,snappy
0,4,11,snappy
0,4,12,snappy
0,4,13,snappy
0,4,14,snappy
0,4,15,snappy
0,4,16,snappy
0,4,19,snappy
0,5,0,snappy
0,5,1,snappy
0,5,2,zlib_6
0,5,3,zlib_6
0,5,4,bzip2_5
0,5,5,bzip2_5
0,5,6,zlib_6
0,5,7,zlib_6
0,5,8,bzip2_5
0,5,9,bzip2_5
0,5,10,zlib_6
0,5,11,zlib_6
0,5,12,bzip2_5
0,5,13,snappy
0,5,14,zlib_6
0,5,15,bzip2_5
0,5,16,snappy
0,5,19,snappy
0,6,0,snappy
0,6,1,snappy
0,6,2,snappy
0,6,3,snappy
0,6,4,snappy
0,6,5,bzip2_5
0,6,6,bzip2_5
0,6,7,snappy
0,6,8,zlib_6
0,6,9,snappy
0,6,10,snappy
0,6,11,snappy
0,6,12,snappy
0,6,13,snappy
0,6,14,snappy
0,6,15,snappy
0,6,16,zlib_6
0,6,19,snappy
0,7,0,copy
0,7,1,copy
0,7,2,copy
0,7,3,copy
0,7,4,copy
0,7,5,bzip2_5
0,7,6,bzip2_5
0,7,7,copy
0,7,8,copy
0,7,9,copy
0,7,10,copy
0,7,11,copy
0,7,12,copy
0,7,13,copy
0,7,14,copy
0,7,15,copy
0,7,16,copy
0,7,19,copy
0,8,5,bzip2_5
0,8,6,bzip2_5
0,9,0,snappy
0,9,1,snappy
0,9,2,lzo_9
0,9,3,lzo_9
0,9,4,lzo_9
0,9,5,bzip2_5
0,9,6,bzip2_5
0,9,7,lzo_9
0,9,8,lzo_9
0,9,9,lzo_9
0,9,10,lzo_9
0,9,11,lzo_9
0,9,12,lzo_9
0,9,13,snappy
0,9,14,lzo_9
0,9,15,lzo_9
0,9,16,snappy
0,9,19,snappy
0,10,0,copy
0,10,1,snappy
0,10,2,snappy
0,10,3,snappy
0,10,4,snappy
0,10,5,bzip2_5
0,10,6,bzip2_5
0,10,7,snappy
0,10,8,snappy
0,10,9,snappy
0,10,10,snappy
0,10,11,snappy
0,10,12,snappy
0,10,13,snappy
0,10,14,snappy
0,10,15,snappy
0,10,16,snappy
0,10,19,snappy
0,11,1,snappy
0,11,2,snappy
0,11,3,snappy
0,11,4,snappy
0,11,5,zlib_6
0,11,6,lzo_9
0,11,7,snappy
0,11,8,snappy
0,11,9,snappy
0,11,10,snappy
0,11,11,snappy
0,11,12,snappy
0,11,13,snappy
0,11,14,snappy
0,11,16,snappy
0,11,19,snappy
0,12,5,bzip2_5
0,13,1,snappy
0,13,2,snappy
0,13,3,snappy
0,13,4,snappy
0,13,5,bzip2_5
0,13,6,bzip2_5
0,13,7,snappy
0,13,8,snappy
0,13,9,snappy
0,13,10,snappy
0,13,11,snappy
0,13,12,snappy
0,13,13,snappy
0,13,14,snappy
0,13,16,snappy
0,13,19,snappy
0,14,5,bzip2_5
0,14,6,bzip2_5
0,15,5,bzip2_5
0,15,6,lzo_9
0,16,5,bzip2_5
0,16,6,bzip2_5
0,17,5,zlib_6
0,17,6,zlib_6
0,17,7,zlib_6
0,17,8,zlib_6
0,17,14,zlib_6
0,17,16,zlib_6
0,17,19,zlib_6
0,18,0,copy
0,18,1,zlib_6
0,18,2,zlib_6
0,18,3,snappy
0,18,4,snappy
0,18,5,zlib_6
0,18,6,zlib_6
0,18,7,zlib_6
0,18,8,lzo_9
0,18,9,lzo_9
0,18,10,zlib_6
0,18,11,lzo_9
0,18,12,lzo_9
0,18,13,snappy
0,18,14,snappy
0,18,15,snappy
0,18,16,snappy
0,18,19,snappy
0,19,0,snappy
0,19,1,snappy
0,19,2,snappy
0,19,3,zlib_6
0,19,4,zlib_6
0,19,5,zlib_6
0,19,6,lzo_9
0,19,7,lzo_9
0,19,8,lzo_9
0,19,9,lzo_9
0,19,10,lzo_9
0,19,11,lzo_9
0,19,12,lzo_9
0,19,13,snappy
0,19,14,snappy
0,19,15,snappy
0,19,16,snappy
0,19,19,snappy
0,20,1,snappy
0,20,2,zlib_6
0,20,3,zlib_6
0,20,4,snappy
0,20,5,zlib_6
0,20,6,lzo_9
0,20,7,zlib_6
0,20,8,zlib_6
0,20,9,zlib_6
0,20,10,zlib_6
0,20,11,lzo_9
0,20,12,lzo_9
0,20,13,snappy
0,20,14,zlib_6
0,20,15,copy
0,20,16,snappy
0,20,19,snappy
0,21,1,snappy
0,21,2,snappy
0,21,3,snappy
0,21,4,snappy
0,21,5,snappy
0,21,6,snappy
0,21,7,snappy
0,21,8,snappy
0,21,9,snappy
0,21,10,snappy
0,21,11,snappy
0,21,12,snappy
0,21,13,snappy
0,21,14,snappy
0,21,15,copy
0,21,16,snappy
0,21,19,snappy
0,22,1,copy
0,22,2,copy
0,22,3,copy
0,22,4,copy
0,22,5,snappy
0,22,6,snappy
0,22,7,snappy
0,22,8,copy
0,22,9,copy
0,22,10,copy
0,22,11,copy
0,22,12,copy
0,22,13,copy
0,22,15,copy
0,22,16,copy
0,26,5,snappy
0,26,6,snappy
0,26,7,snappy
0,29,5,bzip2_5
0,29,6,bzip2_5
0,32,5,bzip2_5
0,32,6,bzip2_5
0,33,5,bzip2_5
0,33,6,bzip2_5
0,34,0,copy
0,34,1,copy
0,34,2,copy
0,34,3,copy
0,34,4,copy
0,34,5,copy
0,34,6,bzip2_5
0,34,7,copy
0,34,8,copy
0,34,9,copy
0,34,10,copy
0,34,11,copy
0,34,15,copy
0,35,0,snappy
0,35,4,snappy
0,35,5,bzip2_5
0,35,6,bzip2_5
0,35,7,snappy
0,35,8,snappy
0,35,10,snappy
0,36,0,copy
0,36,1,copy
0,36,2,copy
0,36,3,copy
0,36,4,copy
0,36,5,bzip2_5
0,36,6,bzip2_5
0,36,7,copy
0,36,8,copy
0,36,9,copy
0,36,10,copy
0,36,11,copy
0,36,15,snappy
0,37,1,snappy
0,37,2,snappy
0,37,3,snappy
0,37,4,snappy
0,37,5,snappy
0,37,6,snappy
0,37,7,snappy
0,37,8,snappy
0,37,9,snappy
0,37,10,snappy
0,37,11,snappy
0,37,12,snappy
0,37,13,snappy
0,37,15,copy
0,37,16,copy
0,38,0,copy
0,38,1,snappy
0,38,2,snappy
0,38,3,snappy
0,38,4,snappy
0,38,5,zlib_6
0,38,6,zlib_6
0,38,7,snappy
0,38,8,snappy
0,38,9,snappy
0,38,10,snappy
0,38,11,snappy
0,38,12,snappy
0,38,13,snappy
0,38,14,snappy
0,38,15,snappy
0,38,16,snappy
0,38,19,snappy
0,39,0,copy
0,39,1,snappy
0,39,2,snappy
0,39,3,snappy
0,39,4,snappy
0,39,5,snappy
0,39,6,snappy
0,39,7,snappy
0,39,8,snappy
0,39,9,snappy
